item,condition,position,word,rt,surprisal,length,log_freq,length_lag1,log_freq_lag1,surprisal_lag1,length_lag2,log_freq_lag2,surprisal_lag2
7,orsi,11,calle.,643.7708333333334,0.550571,6,-8.589763884251072,2.0,-3.315937537711332,1.204657,3.0,-4.509860006183766,2.404338
7,sr,1,El,403.06451612903226,8.230893,2,-3.568433301038069,0.0,0.0,0.0,0.0,0.0,0.0
7,sr,2,anciano,452.4516129032258,15.135967,7,-11.493122837674049,2.0,-3.568433301038069,8.230893,0.0,0.0,0.0
7,sr,3,que,414.06451612903226,3.384604,3,-3.40822199659912,7.0,-11.493122837674049,15.135967,2.0,-3.568433301038069,8.230893
7,sr,4,agredió,533.9516129032259,10.544076,7,-13.90762584687208,3.0,-3.40822199659912,3.384604,7.0,-11.493122837674049,15.135967
7,sr,5,al,462.4032258064516,3.018057,2,-5.2030071867437115,7.0,-13.90762584687208,10.544076,3.0,-3.40822199659912,3.384604
7,sr,6,borracho,896.2741935483871,8.755022,8,-11.417615285165903,2.0,-5.2030071867437115,3.018057,7.0,-13.90762584687208,10.544076
7,sr,7,paseaba,579.2258064516129,11.5358,7,-13.815510557964274,8.0,-11.417615285165903,8.755022,2.0,-5.2030071867437115,3.018057
7,sr,8,por,463.8225806451613,1.868158,3,-4.509860006183766,7.0,-13.815510557964274,11.5358,8.0,-11.417615285165903,8.755022
7,sr,9,la,490.2903225806452,1.116782,2,-3.315937537711332,3.0,-4.509860006183766,1.868158,7.0,-13.815510557964274,11.5358
7,sr,10,calle.,791.6290322580645,0.522416,6,-8.589763884251072,2.0,-3.315937537711332,1.116782,3.0,-4.509860006183766,1.868158
7,tor,1,El,485.15909090909093,8.230895,2,-3.568433301038069,0.0,0.0,0.0,0.0,0.0,0.0
7,tor,2,anciano,494.52272727272725,15.135965,7,-11.493122837674049,2.0,-3.568433301038069,8.230895,0.0,0.0,0.0
7,tor,3,al,383.47727272727275,5.467532,2,-5.2030071867437115,7.0,-11.493122837674049,15.135965,2.0,-3.568433301038069,8.230895
7,tor,4,que,393.22727272727275,2.466565,3,-3.40822199659912,2.0,-5.2030071867437115,5.467532,7.0,-11.493122837674049,15.135965
7,tor,5,el,414.72727272727275,3.687037,2,-3.568433301038069,3.0,-3.40822199659912,2.466565,2.0,-5.2030071867437115,5.467532
7,tor,6,borracho,621.2272727272727,9.592102,8,-11.417615285165903,2.0,-3.568433301038069,3.687037,3.0,-3.40822199659912,2.466565
7,tor,7,agredió,1343.9318181818182,6.213478,7,-13.90762584687208,8.0,-11.417615285165903,9.592102,2.0,-3.568433301038069,3.687037
7,tor,8,paseaba,737.7954545454545,12.981843,7,-13.815510557964274,7.0,-13.90762584687208,6.213478,8.0,-11.417615285165903,9.592102
7,tor,9,por,536.8409090909091,1.550362,3,-4.509860006183766,7.0,-13.815510557964274,12.981843,7.0,-13.90762584687208,6.213478
7,tor,10,la,410.1818181818182,1.027508,2,-3.315937537711332,3.0,-4.509860006183766,1.550362,7.0,-13.815510557964274,12.981843
7,tor,11,calle.,776.3181818181819,0.771107,6,-8.589763884251072,2.0,-3.315937537711332,1.027508,3.0,-4.509860006183766,1.550362
8,orsi,1,El,397.5344827586207,8.230895,2,-3.568433301038069,0.0,0.0,0.0,0.0,0.0,0.0
8,orsi,2,alcalde,450.7586206896552,9.055181,7,-9.716178454231134,2.0,-3.568433301038069,8.230895,0.0,0.0,0.0
8,orsi,3,al,442.87931034482756,7.436787,2,-5.2030071867437115,7.0,-9.716178454231134,9.055181,2.0,-3.568433301038069,8.230895
8,orsi,4,que,397.3103448275862,3.195995,3,-3.40822199659912,2.0,-5.2030071867437115,7.436787,7.0,-9.716178454231134,9.055181
8,orsi,5,recibió,524.2241379310345,8.843728,7,-9.786593801064628,3.0,-3.40822199659912,3.195995,2.0,-5.2030071867437115,7.436787
8,orsi,6,el,462.3448275862069,1.624632,2,-3.568433301038069,7.0,-9.786593801064628,8.843728,3.0,-3.40822199659912,3.195995
8,orsi,7,empresario,973.0,8.898602,10,-10.752119635936468,2.0,-3.568433301038069,1.624632,7.0,-9.786593801064628,8.843728
8,orsi,8,declarará,628.9310344827586,13.609785,9,-14.069113316763191,10.0,-10.752119635936468,8.898602,2.0,-3.568433301038069,1.624632
8,orsi,9,ante,498.2586206896552,2.351809,4,-8.105083540589405,9.0,-14.069113316763191,13.609785,10.0,-10.752119635936468,8.898602
8,orsi,10,el,424.41379310344826,1.199455,2,-3.568433301038069,4.0,-8.105083540589405,2.351809,9.0,-14.069113316763191,13.609785
8,orsi,11,juez.,626.2413793103449,0.885568,5,-9.601902574915355,2.0,-3.568433301038069,1.199455,4.0,-8.105083540589405,2.351809
8,sr,1,El,434.67857142857144,8.230893,2,-3.568433301038069,0.0,0.0,0.0,0.0,0.0,0.0
8,sr,2,alcalde,449.89285714285717,9.055174,7,-9.716178454231134,2.0,-3.568433301038069,8.230893,0.0,0.0,0.0
8,sr,3,que,357.125,6.176072,3,-3.40822199659912,7.0,-9.716178454231134,9.055174,2.0,-3.568433301038069,8.230893
8,sr,4,recibió,416.19642857142856,6.290098,7,-9.786593801064628,3.0,-3.40822199659912,6.176072,7.0,-9.716178454231134,9.055174
8,sr,5,al,409.3392857142857,3.449044,2,-5.2030071867437115,7.0,-9.786593801064628,6.290098,3.0,-3.40822199659912,6.176072
8,sr,6,empresario,781.1607142857143,6.514084,10,-10.752119635936468,2.0,-5.2030071867437115,3.449044,7.0,-9.786593801064628,6.290098
8,sr,7,declarará,755.8392857142857,15.263586,9,-14.069113316763191,10.0,-10.752119635936468,6.514084,2.0,-5.2030071867437115,3.449044
8,sr,8,ante,476.0,2.057857,4,-8.105083540589405,9.0,-14.069113316763191,15.263586,10.0,-10.752119635936468,6.514084
8,sr,9,el,438.75,1.28252,2,-3.568433301038069,4.0,-8.105083540589405,2.057857,9.0,-14.069113316763191,15.263586
8,sr,10,juez.,697.8214285714286,0.860392,5,-9.601902574915355,2.0,-3.568433301038069,1.28252,4.0,-8.105083540589405,2.057857
8,tor,1,El,412.2258064516129,8.230895,2,-3.568433301038069,0.0,0.0,0.0,0.0,0.0,0.0
8,tor,2,alcalde,442.64516129032256,9.055181,7,-9.716178454231134,2.0,-3.568433301038069,8.230895,0.0,0.0,0.0
8,tor,3,al,456.9516129032258,7.436787,2,-5.2030071867437115,7.0,-9.716178454231134,9.055181,2.0,-3.568433301038069,8.230895
8,tor,4,que,397.758064516129,3.195995,3,-3.40822199659912,2.0,-5.2030071867437115,7.436787,7.0,-9.716178454231134,9.055181
8,tor,5,el,419.5806451612903,3.573641,2,-3.568433301038069,3.0,-3.40822199659912,3.195995,2.0,-5.2030071867437115,7.436787
8,tor,6,empresario,687.7903225806451,6.547588,10,-10.752119635936468,2.0,-3.568433301038069,3.573641,3.0,-3.40822199659912,3.195995
8,tor,7,recibió,1010.4193548387096,7.984137,7,-9.786593801064628,10.0,-10.752119635936468,6.547588,2.0,-3.568433301038069,3.573641
8,tor,8,declarará,702.0967741935484,14.516168,9,-14.069113316763191,7.0,-9.786593801064628,7.984137,10.0,-10.752119635936468,6.547588
8,tor,9,ante,479.56451612903226,2.328928,4,-8.105083540589405,9.0,-14.069113316763191,14.516168,7.0,-9.786593801064628,7.984137
8,tor,10,el,500.9516129032258,1.1653,2,-3.568433301038069,4.0,-8.105083540589405,2.328928,9.0,-14.069113316763191,14.516168
8,tor,11,juez.,677.5573770491803,0.817324,5,-9.601902574915355,2.0,-3.568433301038069,1.1653,4.0,-8.105083540589405,2.328928
9,orsi,1,El,424.4222222222222,8.230895,2,-3.568433301038069,0.0,0.0,0.0,0.0,0.0,0.0
9,orsi,2,detective,442.7111111111111,12.016132,9,-11.949881240169763,2.0,-3.568433301038069,8.230895,0.0,0.0,0.0
9,orsi,3,al,497.0,8.213417,2,-5.2030071867437115,9.0,-11.949881240169763,12.016132,2.0,-3.568433301038069,8.230895
9,orsi,4,que,505.97777777777776,2.790784,3,-3.40822199659912,2.0,-5.2030071867437115,8.213417,9.0,-11.949881240169763,12.016132
